DEL komplett	DEL Schnittmenge	id0	url0	label0	label@fr0	label@de0	id1	url1	label1	label@fr1	label@de1	id2	url2	label2	label@fr2	label@de2	id3	url3	label3	label@fr3	label@de3	id4	url4	label4	label@fr4	label@de4
"Bibliophilie "		Q214719	https://www.wikidata.org/wiki/Q214719	bibliophilia	bibliophilie	Bibliophilie	Q3579584	https://www.wikidata.org/wiki/Q3579584		Éditions de Pinocchio		Q19135376	https://www.wikidata.org/wiki/Q19135376		Bibliophilie		Q97621589	https://www.wikidata.org/wiki/Q97621589	Bibliophiles from Germany		Bibliophilie aus Deutschland	Q80043844	https://www.wikidata.org/wiki/Q80043844	The Apocalypse of Saint John		
"Bibliothèque "	bibliothèque	Q193563	https://www.wikidata.org/wiki/Q193563	Bibliothèque nationale de France	Bibliothèque nationale de France	Bibliothèque nationale de France	Q1492436	https://www.wikidata.org/wiki/Q1492436	Gallica	Gallica	Gallica	P5613	https://www.wikidata.org/wiki/P5613	Bibliothèque de la Pléiade ID	identifiant Bibliothèque de la Pléiade		P268	https://www.wikidata.org/wiki/P268	Bibliothèque nationale de France ID	identifiant Bibliothèque nationale de France	BnF-Kennung	Q867925	https://www.wikidata.org/wiki/Q867925	Bibliothèque interuniversitaire de Santé	bibliothèque interuniversitaire de santé	
"Bienfaisance "		Q3451337	https://www.wikidata.org/wiki/Q3451337	Rue de la Bienfaisance	Rue de la Bienfaisance	Rue de la Bienfaisance	Q3451338	https://www.wikidata.org/wiki/Q3451338	rue de la Bienfaisance	rue de la Bienfaisance		Q15965516	https://www.wikidata.org/wiki/Q15965516	Rue de la Bienfaisance - Weldadigheidsstraat	rue de la Bienfaisance		Q86255260	https://www.wikidata.org/wiki/Q86255260	Bienfaisance - Place de Narvik	Bienfaisance - Place de Narvik		Q100364498	https://www.wikidata.org/wiki/Q100364498	Allée de la Bienfaisance	allée de la Bienfaisance	
"Bonheur "	bonheur	Q241732	https://www.wikidata.org/wiki/Q241732	Rosa Bonheur	Rosa Bonheur	Rosa Bonheur	Q2871069	https://www.wikidata.org/wiki/Q2871069	Auguste Bonheur	Auguste Bonheur	Auguste Bonheur	Q56036981	https://www.wikidata.org/wiki/Q56036981	Bonheur	Bonheur	Bonheur	Q37280015	https://www.wikidata.org/wiki/Q37280015	Bonheur	Bonheur	Bonheur	Q2487284	https://www.wikidata.org/wiki/Q2487284	Bonheur		
Botanique		Q739334	https://www.wikidata.org/wiki/Q739334	Botanical Garden of Brussels	jardin botanique de Bruxelles	Botanischer Garten Brüssel	Q3220550	https://www.wikidata.org/wiki/Q3220550	Le Botanique	Le Botanique		Q2911651	https://www.wikidata.org/wiki/Q2911651	Botanique	Botanique	Botanique	Q5735479	https://www.wikidata.org/wiki/Q5735479	Bulletin de la Société Botanique de Belgique	Bulletin de la Société Botanique de Belgique	Bulletin de la Société Botanique de Belgique	Q5735483	https://www.wikidata.org/wiki/Q5735483	Bulletin de la Société Botanique de France	Bulletin de la Société botanique de France	Bulletin de la Société botanique de France
"Boudoir "		Q62238	https://www.wikidata.org/wiki/Q62238	boudoir	boudoir	Boudoir	Q25037924	https://www.wikidata.org/wiki/Q25037924	Boudoir photography			Q12494	https://www.wikidata.org/wiki/Q12494	ladyfinger	Boudoir	Löffelbiskuit	Q193837	https://www.wikidata.org/wiki/Q193837	bedroom	chambre à coucher	Schlafzimmer	Q20862359	https://www.wikidata.org/wiki/Q20862359	Boudoir		
"Bouffons "		Q186899	https://www.wikidata.org/wiki/Q186899	Querelle des Bouffons	Querelle des Bouffons	Buffonistenstreit	Q3227578	https://www.wikidata.org/wiki/Q3227578	Le Temps des bouffons	Le Temps des bouffons		Q15362491	https://www.wikidata.org/wiki/Q15362491	moresca	Moresca	Moriskentanz	Q8702390	https://www.wikidata.org/wiki/Q8702390	Category:Opéras bouffons			Q1137065	https://www.wikidata.org/wiki/Q1137065	Orpheus in the Underworld	Orphée aux Enfers	Orpheus in der Unterwelt
"Bourgeoisie professionnelle, talents "	
"Bureaucratie, administration "	administration	Q58531650	https://www.wikidata.org/wiki/Q58531650	Entre bureaucratie et litterature : La kitāba et les kuttab dans l'administration de l'espagne umayyade		
Cabinets scientifiques, cabinets de curiosités		Q100895513	https://www.wikidata.org/wiki/Q100895513	Une page régionale d'histoire des sciences relue récemment. 3, Abraham Gagnebin (1707-1800) et son Cabinet de curiosités à La Ferrière	Une page régionale d'histoire des sciences relue récemment. 3, Abraham Gagnebin (1707-1800) et son Cabinet de curiosités à La Ferrière	
"Cafés "		Q261335	https://www.wikidata.org/wiki/Q261335	Viennese coffee house	Culture des Cafés viennois	Wiener Kaffeehaus	Q8254880	https://www.wikidata.org/wiki/Q8254880	Cafés Baqué	Café Baqué	Cafés Baqué	Q2933025	https://www.wikidata.org/wiki/Q2933025	Cafés Folliet	Cafés Folliet		Q11294599	https://www.wikidata.org/wiki/Q11294599	Jokyū cafés			Q1184861	https://www.wikidata.org/wiki/Q1184861	Delta Cafés	Delta Cafés	Delta Cafés
"Canaux "		Q22976225	https://www.wikidata.org/wiki/Q22976225	Canaux de Pamiers	canaux de Pamiers		Q60368034	https://www.wikidata.org/wiki/Q60368034	chapelle Sainte-Hélène de Canaux	chapelle Sainte-Hélène de Canaux		Q58254628	https://www.wikidata.org/wiki/Q58254628	Relations Fonctionnelles Entre Canaux Semi-Circulaires			Q56122876	https://www.wikidata.org/wiki/Q56122876	Sur Les Canaux Oléifères Des Composées		Sur Les Canaux Oléifères Des Composées	Q56122246	https://www.wikidata.org/wiki/Q56122246	Origine Des Canaux Périspermiques Dans LeThalia Dealbata		Origine Des Canaux Périspermiques Dans LeThalia Dealbata
"Capitalisme "		Q1313567	https://www.wikidata.org/wiki/Q1313567	Le Livre Noir du Capitalisme	Le Livre noir du capitalisme		Q56101912	https://www.wikidata.org/wiki/Q56101912	Demain le capitalisme	Demain le capitalisme		Q79452264	https://www.wikidata.org/wiki/Q79452264	Le sexe du capitalisme	Le sexe du capitalisme	Le sexe du capitalisme	Q58947251	https://www.wikidata.org/wiki/Q58947251	La crisi com a triomf del capitalisme			Q6206	https://www.wikidata.org/wiki/Q6206	capitalism	capitalisme	Kapitalismus
"Caricature "		Q482919	https://www.wikidata.org/wiki/Q482919	caricature	caricature	Karikatur	Q5039529	https://www.wikidata.org/wiki/Q5039529	Caricature	Caricature	Caricature	Q5039530	https://www.wikidata.org/wiki/Q5039530	Caricature			Q70470449	https://www.wikidata.org/wiki/Q70470449	Caricature			Q92394102	https://www.wikidata.org/wiki/Q92394102	Caricature		
"Cartes et plans "		Q3044957	https://www.wikidata.org/wiki/Q3044957	Dépôt des cartes et plans de la Marine	Dépôt des cartes et plans de la Marine		Q57689193	https://www.wikidata.org/wiki/Q57689193	Some manuscript maps recently acquired by the departement des Cartes et plans of the bibliotheque nationale, Paris			Q3044754	https://www.wikidata.org/wiki/Q3044754	Maps and Plans Department of the BnF	Département des Cartes et Plans de la Bibliothèque nationale de France		Q28028255	https://www.wikidata.org/wiki/Q28028255	Mining maps and plans of the Main Chamber - Count Office in Banská Štiavnica	cartes et plans miniers de la Chambre Haute - Bureau des comptes à Banská Štiavnica		Q62657741	https://www.wikidata.org/wiki/Q62657741	Pierre Lépine	Pierre Lépine	Pierre Lépine
"Castrat "		Q88027536	https://www.wikidata.org/wiki/Q88027536	Ximena Calderón-Castrat			Q210970	https://www.wikidata.org/wiki/Q210970	castrato	castrat	Kastrat	Q53830255	https://www.wikidata.org/wiki/Q53830255	soprano castrato	castrat soprano	Kastratensopran	Q99573733	https://www.wikidata.org/wiki/Q99573733	The red flag: Meyerson Phenomenon in malignant melanoma			Q54634945	https://www.wikidata.org/wiki/Q54634945	mezzo-soprano castrato	castrat mezzo-soprano	Kastraten-Mezzosopran
"Catholicisme "		Q1841	https://www.wikidata.org/wiki/Q1841	Catholicism	catholicisme	Katholizismus	Q82722549	https://www.wikidata.org/wiki/Q82722549	Catholicisme social	Catholicisme social		Q104467808	https://www.wikidata.org/wiki/Q104467808	La crise du catholicisme latino-américain			Q849829	https://www.wikidata.org/wiki/Q849829	cope	chape	Pluviale	Q97538618	https://www.wikidata.org/wiki/Q97538618	Catholicisme et civilisation malgache à la fin du XIXè siècle (Pistes de recherche)		
"Censure "		Q45119084	https://www.wikidata.org/wiki/Q45119084	Censure	Censure	Censure	Q5058947	https://www.wikidata.org/wiki/Q5058947	censure	censure		Q22248197	https://www.wikidata.org/wiki/Q22248197	Censure	Censure		Q48724076	https://www.wikidata.org/wiki/Q48724076	Censure			Q13458734	https://www.wikidata.org/wiki/Q13458734	Censure	Motion de censure	Vertrauensbrüche
"Chaleur "	chaleur	Q74577	https://www.wikidata.org/wiki/Q74577	Chaleur	Chaleur	Chaleur	Q1059646	https://www.wikidata.org/wiki/Q1059646	Chaleur Bay	baie des Chaleurs	Chaleur-Bucht	Q3220976	https://www.wikidata.org/wiki/Q3220976	Montreal – Gaspé train	train Montréal-Gaspé		Q19508203	https://www.wikidata.org/wiki/Q19508203	Chaleur Humaine	Chaleur humaine		Q25991232	https://www.wikidata.org/wiki/Q25991232	Vague de chaleur	Vague de chaleur	Vague de chaleur
"Chanson "	chanson	Q1062400	https://www.wikidata.org/wiki/Q1062400	chanson	chanson française	Chanson	Q18012876	https://www.wikidata.org/wiki/Q18012876	Chanson	chanson		Q651019	https://www.wikidata.org/wiki/Q651019	chanson de geste	chanson de geste	Chanson de geste	Q1062328	https://www.wikidata.org/wiki/Q1062328	Chanson		Chanson	Q37450807	https://www.wikidata.org/wiki/Q37450807	Chanson	Chanson	Chanson
"Chimie "	chimie	Q2990850	https://www.wikidata.org/wiki/Q2990850	Comptes Rendus Chimie	Comptes Rendus Chimie		Q2963665	https://www.wikidata.org/wiki/Q2963665	Chimie ParisTech	Chimie ParisTech	École nationale supérieure de chimie de Paris	Q273638	https://www.wikidata.org/wiki/Q273638	ESPCI ParisTech	École supérieure de physique et de chimie industrielles de la ville de Paris	École supérieure de physique et de chimie industrielles de la ville de Paris	Q27710181	https://www.wikidata.org/wiki/Q27710181	Bulletin de la Societe de chimie biologique	Bulletin de la Société de chimie biologique		Q2329	https://www.wikidata.org/wiki/Q2329	chemistry	chimie	Chemie
"Chine "	chine	Q2197893	https://www.wikidata.org/wiki/Q2197893	chine	chine	Schlucht	Q16768956	https://www.wikidata.org/wiki/Q16768956	Chine	Chine	Chine	Q24697382	https://www.wikidata.org/wiki/Q24697382	Chine	Chine		Q7969879	https://www.wikidata.org/wiki/Q7969879	warp printing	imprimé sur chaîne	Kettendruck	Q490032	https://www.wikidata.org/wiki/Q490032	chine	bouchain	Kimm
"Chirurgie "		Q27710382	https://www.wikidata.org/wiki/Q27710382	Chirurgie; memoires de l'Academie de chirurgie	Chirurgie		Q26867030	https://www.wikidata.org/wiki/Q26867030	Neuro-chirurgie	Neuro-chirurgie		Q15754860	https://www.wikidata.org/wiki/Q15754860	Journal de Chirurgie			Q15754861	https://www.wikidata.org/wiki/Q15754861	Annales de Chirurgie Plastique et Esthetique	Annales de Chirurgie Plastique et Esthetique		Q48755292	https://www.wikidata.org/wiki/Q48755292	Zentralblatt fur Chirurgie		Zentralblatt für Chirurgie
Citoyen	citoyen	Q2974461	https://www.wikidata.org/wiki/Q2974461	Citoyen	Citoyen	Citoyen	Q2974460	https://www.wikidata.org/wiki/Q2974460	Citoyen	Citoyen	Citoyen	Q359322	https://www.wikidata.org/wiki/Q359322	French citizen	citoyen français	Citoyen	Q3407908	https://www.wikidata.org/wiki/Q3407908	Protecteur du citoyen	Protecteur du citoyen	Protecteur du citoyen	Q27180856	https://www.wikidata.org/wiki/Q27180856	Citoyen Birard	Citoyen Birard	Citoyen Birard
"Civilisation, civilité "	civilisation
Classes sociales		Q59732781	https://www.wikidata.org/wiki/Q59732781	Les classes sociales dans l'empire romain. Jean Gagé			Q58840583	https://www.wikidata.org/wiki/Q58840583	Chapitre 9. Espace culturel britannique et classes sociales			Q58290558	https://www.wikidata.org/wiki/Q58290558	Classes sociales, pauvreté et inégalités dans les années de l'alternance présidentielle			Q60584438	https://www.wikidata.org/wiki/Q60584438	Le jeune adulte au travail : son développement selon les classes sociales			Q56636325	https://www.wikidata.org/wiki/Q56636325	honestiores and humiliores	honestiores et humiliores	Honestiores und Humiliores
"Classicisme, classicismes "		Q170292	https://www.wikidata.org/wiki/Q170292	classicism	classicisme	Klassizismus	Q694408	https://www.wikidata.org/wiki/Q694408	Weimar Classicism	Classicisme de Weimar	Weimarer Klassik	Q1788409	https://www.wikidata.org/wiki/Q1788409	Nordic Classicism	Classicisme nordique	Nordischer Klassizismus	Q17723	https://www.wikidata.org/wiki/Q17723	Classical period	musique de la période classique	Klassik	Q19287983	https://www.wikidata.org/wiki/Q19287983	classicism	classicisme	Klassizismus
"Classification "	classification	Q5962346	https://www.wikidata.org/wiki/Q5962346	classification system	système de classification	Klassifikation	Q22936940	https://www.wikidata.org/wiki/Q22936940	competition class	classe de compétition	Wettbewerbsklasse	Q861670	https://www.wikidata.org/wiki/Q861670	British Board of Film Classification	British Board of Film Classification	British Board of Film Classification	Q48460	https://www.wikidata.org/wiki/Q48460	Dewey Decimal Classification	classification décimale de Dewey	Dewey-Dezimalklassifikation	Q13582682	https://www.wikidata.org/wiki/Q13582682	classification	classification	Klassifizierung
Clergés		Q177826	https://www.wikidata.org/wiki/Q177826	clergy	clergé	Klerus	Q1104153	https://www.wikidata.org/wiki/Q1104153	canon	chanoine	Kanoniker	Q725440	https://www.wikidata.org/wiki/Q725440	prelate	prélat	Prälat	Q1423891	https://www.wikidata.org/wiki/Q1423891	minister	ministre du culte	Kirchenamtsträger	Q2259532	https://www.wikidata.org/wiki/Q2259532	cleric	clerc	Kleriker
"Collection, curiosité "	collection	Q1146002	https://www.wikidata.org/wiki/Q1146002	cabinet of curiosities	cabinet de curiosités	Wunderkammer	Q28024177	https://www.wikidata.org/wiki/Q28024177	A Collector's Cabinet	Cabinet de curiosités	Kunstkammerregal	Q4228003	https://www.wikidata.org/wiki/Q4228003		Collection des curiosités remarquables de l'Empire russe par Prokoudine-Gorski		Q27145269	https://www.wikidata.org/wiki/Q27145269	Catalogue des Monuments d'Art de la collection de Somzée	De Somzée 1904	De Somzée 1904	Q56505724	https://www.wikidata.org/wiki/Q56505724	Des mises en scène de curiosités aux chefs-d'œuvre mis en scène. Le Musée royal de l'Afrique à Tervuren : un siècle de collections		
Colonialisme		Q7167	https://www.wikidata.org/wiki/Q7167	colonialism	colonialisme	Kolonialismus	Q58597912	https://www.wikidata.org/wiki/Q58597912	L’enseignement du colonialisme à travers les cinémas français et francophone			Q57396124	https://www.wikidata.org/wiki/Q57396124	Sciences impériales et discours hétérodoxes : Élisée Reclus et le colonialisme français			Q1361309	https://www.wikidata.org/wiki/Q1361309	Internal colonialism	Colonialisme interne	Interner Kolonialismus	Q190586	https://www.wikidata.org/wiki/Q190586	neocolonialism	Néocolonialisme	Neokolonialismus
"Colporteurs "		Q20681008	https://www.wikidata.org/wiki/Q20681008	rue des Colporteurs	rue des Colporteurs		Q638172	https://www.wikidata.org/wiki/Q638172	peddler	colporteur	Hausierer	Q23056487	https://www.wikidata.org/wiki/Q23056487	The Pain Peddlers	Les Colporteurs de souffrance		Q93597346	https://www.wikidata.org/wiki/Q93597346	Musée des pilhaouerien et du recteur	Musée des pilhaouerien et du recteur		Q52008331	https://www.wikidata.org/wiki/Q52008331		Le Colporteur (recueil)	
"Comédie "	comédie	P5616	https://www.wikidata.org/wiki/P5616	Comédie-Française ID	identifiant Comédie-Française	Comédie-Française-ID	Q50188	https://www.wikidata.org/wiki/Q50188	La Comédie humaine	La Comédie humaine	Die menschliche Komödie	Q83666891	https://www.wikidata.org/wiki/Q83666891	Rosa 'Comédie'	Rosa ’Comédie’	Rosa ’Comédie’	Q61460498	https://www.wikidata.org/wiki/Q61460498	Comédie-Française	Comédie-Française	Comédie-Française	Q3487553	https://www.wikidata.org/wiki/Q3487553	Sociétaire of the Comédie-Française	sociétaire de la Comédie-Française	Société de la Comédie-Française
Comédiens	comédien	Q3403706	https://www.wikidata.org/wiki/Q3403706	Printemps des Comédiens	Printemps des Comédiens		Q19952168	https://www.wikidata.org/wiki/Q19952168	Comédiens routiers	Comédiens routiers		Q85076004	https://www.wikidata.org/wiki/Q85076004	Rue des Comédiens - Komediantenstraat	rue des Comédiens		Q29949438	https://www.wikidata.org/wiki/Q29949438	Comédiens des quatre cieux	Comédiens des quatre cieux	Comédiens des quatre cieux	Q42442863	https://www.wikidata.org/wiki/Q42442863	« Dans l’arrière scène des seuls comédiens du roy »	« Dans l’arrière scène des seuls comédiens du roy »	« Dans l’arrière scène des seuls comédiens du roy »
"Commedia dell'arte "		Q191890	https://www.wikidata.org/wiki/Q191890	Commedia dell'arte	commedia dell'arte	Commedia dell’arte	Q3850681	https://www.wikidata.org/wiki/Q3850681	Maschere			Q17302	https://www.wikidata.org/wiki/Q17302	Columbina	Colombine	Colombina	Q28498248	https://www.wikidata.org/wiki/Q28498248	Commedia dell'arte	Commedia dell'arte		Q93460691	https://www.wikidata.org/wiki/Q93460691	Commedia dell'arte	Commedia dell'arte	Commedia dell'arte
"Commerce "	commerce	Q26643	https://www.wikidata.org/wiki/Q26643	commerce	commerce	Kommerz	Q503577	https://www.wikidata.org/wiki/Q503577	United States Department of Commerce	département du Commerce des États-Unis	Handelsministerium der Vereinigten Staaten	Q917540	https://www.wikidata.org/wiki/Q917540	Commerce	Commerce	Commerce	Q979151	https://www.wikidata.org/wiki/Q979151	Commerce	Commerce	Commerce	Q484847	https://www.wikidata.org/wiki/Q484847	e-commerce	commerce en ligne	elektronischer Handel
"Communautés villageoises "		Q98580569	https://www.wikidata.org/wiki/Q98580569	10. Abandon de la pratique de l'excision par les communautés villageoises au Mali			Q79621451	https://www.wikidata.org/wiki/Q79621451	Traversée anecdotique du passé de Moulézan : vicissitudes, petits et grands drames d'une communauté villageoise gardoise de l'Ancien Régime au XXe siècle			Q6085541	https://www.wikidata.org/wiki/Q6085541	Aibgalar	Aibgalar	Aibgalar	Q995907	https://www.wikidata.org/wiki/Q995907	Falunap	Falunap	Falunap	Q32041000	https://www.wikidata.org/wiki/Q32041000		Catégorie:Communauté villageoise de l'ile de Malte	
"Confréries "		Q1125450	https://www.wikidata.org/wiki/Q1125450	Confréries de charité	Confrérie de charité	Confrérie de charité	Q81666797	https://www.wikidata.org/wiki/Q81666797	«Dedans et dehors» : confréries, charité et espace urbain			Q81666812	https://www.wikidata.org/wiki/Q81666812	Au cœur de la ville : les confréries de jeunesse florentines (xve siècle)			Q60727165	https://www.wikidata.org/wiki/Q60727165	Quelques pages des livres de confréries de Chilón, Chiapas (1677-1720)			Q992253	https://www.wikidata.org/wiki/Q992253	confraternity	confrérie	Bruderschaft
"Conte "		Q1129270	https://www.wikidata.org/wiki/Q1129270	Conté crayon	crayon conté	Conté-Stift	Q16865732	https://www.wikidata.org/wiki/Q16865732	Conte	Conte	Conte	Q739086	https://www.wikidata.org/wiki/Q739086	Conte	Conte	Conte	Q7679101	https://www.wikidata.org/wiki/Q7679101	conte	conte écrit	Conte	Q17991521	https://www.wikidata.org/wiki/Q17991521	tale	conte	Legende
"Contrat social "	contrat	Q2995839	https://www.wikidata.org/wiki/Q2995839	Contrat social	Contrat social	Contrat social	Q27715744	https://www.wikidata.org/wiki/Q27715744	Le Contrat social	Le Contrat social		Q3477524	https://www.wikidata.org/wiki/Q3477524	Contrat-Social section	section du Contrat-Social		Q190126	https://www.wikidata.org/wiki/Q190126	The Social Contract	Du Contrat social	Vom Gesellschaftsvertrag oder Prinzipien des Staatsrechtes	Q88872521	https://www.wikidata.org/wiki/Q88872521		Du contrat social	
"Contre-Révolution "		Q755138	https://www.wikidata.org/wiki/Q755138	counter-revolution	contre-révolution	Konterrevolution	Q21546075	https://www.wikidata.org/wiki/Q21546075	La contre-révolution			Q77724312	https://www.wikidata.org/wiki/Q77724312	Religion, Révolution, Contre-Révolution dans le Midi (1789-1799)			Q69102447	https://www.wikidata.org/wiki/Q69102447	Julius Evola et la Contre-Révolution			Q3207780	https://www.wikidata.org/wiki/Q3207780		La Contre-Révolution	
